,index,importance
0,species,0.32826975564040917
1,precip,0.2510883957931055
2,co3,0.0862584141573094
3,p,0.05443249836994533
4,mo,0.0391681324954334
5,random_noise,0.03210629647857664
6,salinity,0.02952775149271797
7,cn,0.029086127774876337
8,k,0.02793779160557719
9,c,0.023235933694042532
10,ca,0.020651633569924197
11,cl,0.02055389174172152
12,na,0.01932989712027672
13,mg,0.017852691569218003
14,ph,0.015922734556238067
15,n,0.004578053940628015
