"plotID","year","species","individuals","BEMA","CETE","CHFU","CHMI","COSQ","FRPU","HOMA","LEMA","LYTR","MEEL","MEPO","MESU","PAIN","PLCO","POMA","POMO","PUPA","RAPE","SASO","SCLA","SOAS","SPRU","SUSP"
"1_E6",2018,"FRPU",0,0,0,0,0,0,0,320,16,0,0,0,0,1,0,0,0,11,0,180,0,0,0,0
"1_E6",2019,"FRPU",0,0,0,6,0,0,0,340,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"2_E6",2015,"FRPU",0,0,12,5,0,0,0,20,18,0,5,0,0,3,20,30,3,12,0,4,3,6,0,0
"2_E6",2016,"FRPU",0,5,0,5,0,0,0,112,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2_E6",2017,"FRPU",0,0,22,0,0,0,0,310,120,0,0,0,0,11,0,20,0,50,0,3,0,0,0,0
"2_E6",2018,"FRPU",0,0,3,0,0,0,0,340,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0
"2_E6",2019,"FRPU",0,0,4,2,0,0,0,200,25,0,2,0,6,30,0,0,0,0,1,3,0,0,0,0
"3_E6",2015,"FRPU",0,0,2,6,0,0,0,0,17,0,0,0,0,3,0,39,2,0,0,7,0,1,0,0
"3_E6",2016,"FRPU",0,1,0,6,0,0,0,27,12,0,0,0,1,2,8,0,0,0,0,0,1,0,0,0
"3_E6",2017,"FRPU",0,0,4,0,0,0,0,140,210,0,0,0,0,30,5,30,0,16,0,0,0,0,0,0
"3_E6",2018,"FRPU",0,1,0,0,0,0,0,250,1,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0
"3_E6",2019,"FRPU",0,0,0,0,0,0,0,390,25,0,0,0,0,60,0,0,0,0,0,3,0,0,0,0
"4_E6",2015,"FRPU",0,2,3,38,28,0,0,46,10,3,0,0,3,9,2,0,0,0,0,4,7,1,0,0
"4_E6",2016,"FRPU",0,1,0,38,31,0,0,25,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_E6",2017,"FRPU",0,0,0,0,0,0,0,230,18,0,0,0,0,2,0,35,0,0,0,0,0,0,7,0
"4_E6",2018,"FRPU",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_E6",2019,"FRPU",0,0,0,4,0,0,0,380,5,0,0,0,0,10,0,7,0,0,1,0,0,0,0,0
"5_E6",2015,"FRPU",0,1,2,24,0,0,0,104,11,0,2,0,5,3,1,3,0,0,0,3,25,0,0,0
"5_E6",2016,"FRPU",0,0,0,23,0,0,0,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_E6",2017,"FRPU",0,0,5,1,0,0,0,200,90,0,0,0,0,8,0,22,0,1,0,40,0,0,0,0
"5_E6",2018,"FRPU",0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"5_E6",2019,"FRPU",0,0,0,1,0,0,0,400,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"6_E6",2015,"FRPU",0,0,0,86,0,0,0,0,3,0,0,0,0,3,14,8,0,0,0,11,0,0,4,0
"6_E6",2016,"FRPU",0,0,1,81,0,0,0,35,0,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0
"6_E6",2017,"FRPU",0,0,0,5,0,0,0,140,72,5,0,0,0,2,16,40,0,1,0,0,0,0,0,0
"6_E6",2018,"FRPU",0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6_E6",2019,"FRPU",0,0,0,11,0,0,0,320,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"7_E6",2015,"FRPU",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,2,52,0,0,0,2
"7_E6",2016,"FRPU",1,6,0,0,0,0,0,5,0,14,0,0,1,0,0,26,0,1,0,0,0,1,0,0
"7_E6",2017,"FRPU",0,4,0,0,0,0,0,73,0,0,0,0,0,11,0,0,0,0,2,5,0,0,0,0
"7_E6",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
"7_E6",2019,"FRPU",0,5,10,6,0,0,0,6,10,0,0,0,3,0,0,50,0,9,25,15,0,0,20,0
"8_E6",2015,"FRPU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,0,0,0
"8_E6",2016,"FRPU",1,2,0,0,0,1,0,9,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"8_E6",2017,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,11,0,0,0,0
"8_E6",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8_E6",2019,"FRPU",0,4,7,30,0,0,0,0,2,0,0,0,0,0,0,100,0,30,10,0,0,0,0,0
"9_E6",2015,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"9_E6",2016,"FRPU",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1
"9_E6",2017,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_E6",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_E6",2019,"FRPU",0,0,0,50,0,0,0,3,8,0,0,0,0,0,0,30,3,0,0,0,0,9,0,0
"1_F1",2015,"FRPU",0,1,8,11,0,0,0,28,35,0,1,0,1,9,32,32,6,1,0,23,0,6,0,0
"1_F1",2016,"FRPU",0,2,0,11,0,0,0,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1_F1",2017,"FRPU",0,0,9,0,1,0,0,310,270,0,0,0,0,35,1,14,0,2,0,2,0,0,0,0
"1_F1",2018,"FRPU",0,0,7,0,0,0,0,360,3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
"1_F1",2019,"FRPU",0,0,0,2,0,0,0,380,15,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0
"2_F1",2015,"FRPU",0,1,27,22,0,0,0,14,15,0,0,0,5,8,76,29,4,0,0,0,0,4,0,0
"2_F1",2016,"FRPU",0,4,1,14,0,0,0,53,28,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0
"2_F1",2017,"FRPU",0,0,11,0,0,0,0,310,240,0,0,0,4,20,0,5,0,4,0,0,0,0,0,0
"2_F1",2018,"FRPU",0,0,21,0,0,0,0,410,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"2_F1",2019,"FRPU",0,0,0,2,0,0,0,220,20,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0
"3_F1",2015,"FRPU",0,0,0,1,0,0,0,0,31,0,0,0,0,6,0,7,0,5,0,56,0,1,0,0
"3_F1",2016,"FRPU",0,2,0,41,0,0,0,60,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3_F1",2017,"FRPU",0,0,0,42,0,0,0,210,200,0,0,0,0,25,0,30,0,80,0,0,0,0,0,0
"3_F1",2018,"FRPU",0,0,0,0,0,0,0,280,7,0,0,0,0,0,0,5,0,6,0,5,0,0,0,0
"3_F1",2019,"FRPU",0,0,0,2,0,0,0,400,12,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
"4_F1",2015,"FRPU",0,3,0,40,50,0,0,21,1,0,1,1,0,1,28,14,0,1,0,22,21,0,0,0
"4_F1",2016,"FRPU",0,1,0,40,60,0,0,34,32,0,0,0,5,0,5,0,0,0,0,2,12,0,1,0
"4_F1",2017,"FRPU",0,0,0,0,0,0,0,190,9,0,0,0,0,0,45,30,0,3,0,0,0,0,0,0
"4_F1",2018,"FRPU",0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"4_F1",2019,"FRPU",0,0,0,16,0,0,0,250,16,0,0,0,0,0,2,40,0,0,1,0,0,0,0,0
"5_F1",2015,"FRPU",0,0,3,32,0,0,0,52,7,0,8,0,0,4,84,0,0,0,0,18,7,0,0,0
"5_F1",2016,"FRPU",0,0,0,32,0,0,0,55,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"5_F1",2017,"FRPU",0,0,0,0,0,0,0,300,39,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0
"5_F1",2018,"FRPU",0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"5_F1",2019,"FRPU",0,0,0,14,0,0,0,300,25,0,0,0,0,30,0,3,0,0,1,0,0,0,0,0
"6_F1",2015,"FRPU",0,0,0,33,0,0,0,0,3,0,3,0,0,9,54,42,2,0,0,24,2,0,6,0
"6_F1",2016,"FRPU",0,2,0,33,0,0,0,8,16,0,6,0,0,0,5,0,0,0,0,0,10,0,0,0
"6_F1",2017,"FRPU",0,0,0,0,0,0,0,200,0,0,0,0,0,4,30,85,0,1,0,3,0,0,0,0
"6_F1",2018,"FRPU",0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"6_F1",2019,"FRPU",0,0,0,25,0,0,0,250,9,0,0,0,0,60,10,45,0,0,2,0,0,0,0,0
"7_F1",2015,"FRPU",2,0,0,0,0,1,0,9,0,3,0,0,0,0,0,8,0,0,2,48,0,0,0,0
"7_F1",2016,"FRPU",0,4,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"7_F1",2017,"FRPU",0,0,0,0,0,0,0,72,0,20,0,0,0,3,0,0,0,0,0,6,0,0,0,0
"7_F1",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
"7_F1",2019,"FRPU",0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,1,10,0,0,0,0
"8_F1",2015,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,96,0,0,1,3
"8_F1",2016,"FRPU",0,6,0,6,0,0,0,0,0,4,0,0,1,1,0,17,0,2,0,2,0,0,0,0
"8_F1",2017,"FRPU",0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,18,0,0,0,0
"8_F1",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8_F1",2019,"FRPU",0,30,10,11,0,0,0,0,9,0,0,0,0,3,0,100,0,0,6,15,0,0,7,0
"9_F1",2015,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0
"9_F1",2016,"FRPU",0,12,0,0,0,0,0,3,3,0,0,0,3,0,0,16,0,0,0,0,0,1,0,1
"9_F1",2017,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F1",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F1",2019,"FRPU",0,0,0,16,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8
"1_F2",2015,"FRPU",0,2,7,8,0,0,0,24,20,0,0,0,0,8,16,60,4,0,0,52,0,0,0,0
"1_F2",2016,"FRPU",0,1,1,2,0,0,0,53,28,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0
"1_F2",2017,"FRPU",0,0,10,6,0,0,0,340,260,0,0,0,0,45,0,4,0,5,0,0,0,0,0,0
"1_F2",2018,"FRPU",0,0,1,0,0,0,0,400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1_F2",2019,"FRPU",0,0,0,2,0,0,0,380,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
"2_F2",2015,"FRPU",0,0,14,35,0,0,0,56,18,0,1,0,11,6,32,3,0,0,0,0,1,2,0,0
"2_F2",2016,"FRPU",0,1,0,16,0,0,0,130,40,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"2_F2",2017,"FRPU",0,0,16,9,0,0,0,250,125,0,0,0,9,30,0,4,0,5,0,0,0,0,0,0
"2_F2",2018,"FRPU",0,0,14,0,0,0,0,360,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
"2_F2",2019,"FRPU",0,0,0,8,0,0,0,50,10,0,0,0,100,10,0,0,0,0,0,0,0,0,0,0
"3_F2",2015,"FRPU",0,0,0,6,0,0,0,0,22,0,0,0,1,8,0,6,0,1,0,11,0,1,0,0
"3_F2",2016,"FRPU",0,2,0,6,0,0,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_F2",2017,"FRPU",0,0,0,0,0,0,0,220,320,0,0,0,0,40,0,10,15,19,0,0,0,0,0,0
"3_F2",2018,"FRPU",0,0,0,0,0,0,0,290,5,0,0,0,0,1,0,0,0,2,0,11,0,0,0,0
"3_F2",2019,"FRPU",0,0,0,5,0,0,0,390,20,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
"4_F2",2015,"FRPU",0,0,0,42,46,0,0,27,1,0,1,0,0,5,25,37,5,0,0,8,9,0,2,0
"4_F2",2016,"FRPU",0,1,0,42,12,0,0,61,8,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0
"4_F2",2017,"FRPU",0,0,0,0,0,0,0,160,9,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0
"4_F2",2018,"FRPU",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_F2",2019,"FRPU",0,0,0,1,0,0,0,150,1,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0
"5_F2",2015,"FRPU",0,2,6,39,0,0,0,60,5,0,6,0,2,4,13,4,0,0,0,9,19,0,2,0
"5_F2",2016,"FRPU",0,2,0,39,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_F2",2017,"FRPU",0,0,0,0,0,0,0,340,29,0,0,0,0,4,0,21,0,1,0,0,0,0,0,0
"5_F2",2018,"FRPU",0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"5_F2",2019,"FRPU",0,0,0,10,0,0,0,300,30,0,2,0,0,30,0,6,0,0,1,0,0,0,0,0
"6_F2",2015,"FRPU",0,1,0,74,0,0,0,0,4,0,2,0,0,4,20,0,0,0,0,5,0,0,0,0
"6_F2",2016,"FRPU",0,3,0,74,0,0,0,65,8,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0
"6_F2",2017,"FRPU",0,0,0,0,0,0,0,190,0,4,0,0,0,5,35,5,0,0,0,0,0,0,0,0
"6_F2",2018,"FRPU",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"6_F2",2019,"FRPU",0,0,0,35,0,0,0,300,3,0,0,0,0,40,3,30,0,0,1,0,0,0,0,0
"7_F2",2015,"FRPU",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,4,72,0,0,0,0
"7_F2",2016,"FRPU",0,13,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0,8,0,0,0,0
"7_F2",2017,"FRPU",0,0,0,0,0,0,0,77,0,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0
"7_F2",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
"7_F2",2019,"FRPU",0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,1,10,0,0,4,0
"8_F2",2015,"FRPU",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,32,0,0,0,0
"8_F2",2016,"FRPU",0,0,0,4,0,0,0,12,0,0,0,0,2,0,0,7,0,2,0,0,0,0,0,0
"8_F2",2017,"FRPU",0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,29,0,0,0,0
"8_F2",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8_F2",2019,"FRPU",0,25,7,5,0,0,0,0,1,0,0,0,0,0,0,80,0,0,0,10,0,0,12,0
"9_F2",2015,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
"9_F2",2016,"FRPU",0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,6,0,1,4,2
"9_F2",2017,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F2",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F2",2019,"FRPU",0,0,0,17,0,0,0,15,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,14
"1_F3",2015,"FRPU",0,1,6,13,0,0,0,9,18,0,1,0,6,12,8,78,10,0,0,20,1,1,0,0
"1_F3",2016,"FRPU",0,2,0,31,0,0,0,16,36,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"1_F3",2017,"FRPU",0,0,10,51,0,0,0,330,310,0,0,0,0,70,0,3,0,4,0,0,0,0,0,0
"1_F3",2018,"FRPU",0,0,0,0,0,0,0,370,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"1_F3",2019,"FRPU",0,0,0,7,0,0,0,350,25,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
"2_F3",2015,"FRPU",0,0,17,6,0,0,0,13,25,0,0,0,2,7,88,15,0,2,0,0,3,5,0,0
"2_F3",2016,"FRPU",0,3,0,6,0,0,0,127,44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2_F3",2017,"FRPU",0,0,15,0,0,0,0,350,100,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0
"2_F3",2018,"FRPU",0,0,15,0,0,0,0,390,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"2_F3",2019,"FRPU",0,0,0,3,0,0,0,240,35,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0
"3_F3",2015,"FRPU",0,0,0,6,0,0,0,0,17,0,0,0,0,9,0,26,8,0,0,7,0,2,0,0
"3_F3",2016,"FRPU",0,3,0,0,0,3,0,46,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"3_F3",2017,"FRPU",0,0,0,6,0,0,0,300,290,0,0,0,0,30,0,9,0,50,0,4,0,0,0,0
"3_F3",2018,"FRPU",0,2,0,0,0,0,0,300,3,0,0,0,0,0,0,2,0,11,0,10,0,0,0,0
"3_F3",2019,"FRPU",0,0,0,0,0,0,0,390,15,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
"4_F3",2015,"FRPU",0,1,2,46,30,0,0,10,1,2,14,1,1,14,9,26,2,0,0,3,11,0,1,0
"4_F3",2016,"FRPU",0,1,0,46,4,0,0,51,8,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0
"4_F3",2017,"FRPU",0,0,0,0,0,0,0,220,0,0,0,0,0,3,20,26,0,3,0,0,0,0,0,0
"4_F3",2018,"FRPU",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_F3",2019,"FRPU",0,0,0,5,0,0,0,350,2,0,0,0,0,15,0,6,0,0,1,0,0,0,0,0
"5_F3",2015,"FRPU",0,3,7,31,0,0,0,64,6,0,7,0,1,8,21,38,0,0,0,16,21,0,4,0
"5_F3",2016,"FRPU",0,0,1,30,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"5_F3",2017,"FRPU",0,0,0,1,0,0,0,360,94,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0
"5_F3",2018,"FRPU",0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"5_F3",2019,"FRPU",0,0,0,6,0,0,0,250,20,0,0,0,0,60,0,8,0,0,0,0,1,1,0,0
"6_F3",2015,"FRPU",0,2,0,40,0,0,0,0,1,0,0,0,0,5,42,53,0,0,0,8,0,0,0,0
"6_F3",2016,"FRPU",0,4,0,40,0,0,0,82,12,2,0,0,2,0,3,0,0,0,0,5,0,0,0,0
"6_F3",2017,"FRPU",0,0,0,0,0,0,0,300,4,0,0,0,0,3,20,70,0,1,0,7,0,0,0,0
"6_F3",2018,"FRPU",0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
"6_F3",2019,"FRPU",0,0,0,21,0,0,0,350,7,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0
"7_F3",2015,"FRPU",1,0,0,0,0,1,0,0,0,200,0,0,0,0,0,9,0,0,4,60,0,0,0,2
"7_F3",2016,"FRPU",0,5,0,0,0,1,0,0,1,32,0,0,0,0,0,1,0,11,0,9,0,0,0,0
"7_F3",2017,"FRPU",0,2,0,0,0,0,0,57,0,50,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"7_F3",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
"7_F3",2019,"FRPU",0,25,0,2,0,0,0,0,8,0,0,0,0,0,1,60,0,0,9,10,0,0,6,0
"8_F3",2015,"FRPU",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"8_F3",2016,"FRPU",1,1,0,4,0,0,0,3,0,5,0,0,1,1,0,13,0,2,0,0,0,0,0,0
"8_F3",2017,"FRPU",0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"8_F3",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8_F3",2019,"FRPU",0,20,2,30,0,0,0,5,0,0,0,0,0,4,0,30,0,0,0,8,0,0,3,0
"9_F3",2015,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9_F3",2016,"FRPU",0,9,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,11,1
"9_F3",2017,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F3",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F3",2019,"FRPU",0,0,0,20,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"1_F4",2015,"FRPU",0,2,14,12,0,0,0,10,15,0,0,0,4,7,6,69,8,1,0,14,2,0,0,0
"1_F4",2016,"FRPU",0,4,0,5,0,0,0,45,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1_F4",2017,"FRPU",0,0,20,6,0,0,0,300,270,0,0,0,1,40,0,8,0,1,0,1,0,0,0,0
"1_F4",2018,"FRPU",0,0,6,0,0,0,0,420,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"1_F4",2019,"FRPU",0,0,0,12,0,0,0,200,30,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0
"2_F4",2015,"FRPU",0,0,23,13,0,0,0,38,34,0,0,0,1,12,22,12,6,0,0,0,2,7,3,0
"2_F4",2016,"FRPU",0,2,0,8,1,0,0,136,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_F4",2017,"FRPU",0,0,34,5,0,0,0,360,70,0,0,0,0,15,0,4,0,2,0,0,0,0,0,0
"2_F4",2018,"FRPU",0,0,21,0,0,0,0,340,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
"2_F4",2019,"FRPU",0,0,4,6,0,0,0,320,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"3_F4",2015,"FRPU",0,0,2,3,0,0,0,0,30,0,0,0,0,6,0,26,0,1,0,2,0,1,0,0
"3_F4",2016,"FRPU",0,1,0,11,0,5,0,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_F4",2017,"FRPU",0,0,1,14,2,0,0,210,300,0,0,0,0,25,3,12,0,70,0,3,0,0,0,0
"3_F4",2018,"FRPU",0,0,0,0,0,0,0,240,4,0,0,0,0,2,0,12,0,7,0,19,0,0,0,0
"3_F4",2019,"FRPU",0,0,0,2,0,0,0,350,30,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0
"4_F4",2015,"FRPU",0,0,3,31,37,0,0,36,2,3,1,0,0,6,46,27,1,3,0,2,2,0,1,0
"4_F4",2016,"FRPU",0,0,0,31,4,0,0,87,8,0,3,0,1,0,3,0,0,0,0,0,0,0,1,0
"4_F4",2017,"FRPU",0,0,0,0,0,0,0,280,21,0,0,0,0,5,6,11,0,25,0,0,0,0,20,0
"4_F4",2018,"FRPU",0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
"4_F4",2019,"FRPU",0,0,0,7,0,0,0,360,9,0,0,0,0,30,1,3,0,0,0,0,0,0,0,0
"5_F4",2015,"FRPU",0,0,0,37,0,0,0,112,6,0,4,0,0,3,6,0,0,0,0,15,6,0,0,0
"5_F4",2016,"FRPU",0,0,2,36,0,0,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_F4",2017,"FRPU",0,0,9,1,0,0,0,340,80,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0
"5_F4",2018,"FRPU",0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"5_F4",2019,"FRPU",0,0,0,5,0,0,0,200,40,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
"6_F4",2015,"FRPU",0,1,0,43,0,0,0,0,5,0,0,0,0,6,22,16,0,0,0,9,1,0,0,0
"6_F4",2016,"FRPU",0,1,0,43,0,0,0,26,4,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0
"6_F4",2017,"FRPU",0,0,0,0,0,0,0,220,0,0,0,0,0,2,10,60,0,0,0,0,0,0,0,0
"6_F4",2018,"FRPU",0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6_F4",2019,"FRPU",0,0,0,12,0,0,0,380,8,0,0,0,0,20,2,6,0,0,0,0,0,0,0,0
"7_F4",2015,"FRPU",0,0,0,0,0,0,0,7,0,44,0,0,0,0,0,16,0,0,2,88,0,0,0,0
"7_F4",2016,"FRPU",0,3,0,0,0,0,0,7,0,42,0,0,2,0,0,2,0,17,0,10,0,0,0,0
"7_F4",2017,"FRPU",0,0,0,0,0,0,0,3,0,60,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"7_F4",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"7_F4",2019,"FRPU",0,20,6,11,0,0,0,0,5,0,0,0,0,0,0,80,0,6,5,10,0,0,25,0
"8_F4",2015,"FRPU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,55,0,0,0,4
"8_F4",2016,"FRPU",1,5,0,3,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0
"8_F4",2017,"FRPU",0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,40,0,0,0,0,0,0
"8_F4",2018,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8_F4",2019,"FRPU",0,30,4,22,0,0,0,3,3,0,0,0,0,7,0,50,1,0,0,0,0,0,0,0
"9_F4",2015,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9_F4",2016,"FRPU",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"9_F4",2017,"FRPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
