,index,importance
0,species,0.3282581083433044
1,precip,0.25248200969870105
2,co3,0.08622731827745696
3,p,0.05572042504081285
4,mo,0.0422185557667208
5,random_noise,0.03165760362062538
6,salinity,0.029465866532144912
7,cn,0.02713723310018984
8,k,0.026682141841544403
9,cl,0.021612012276707414
10,ca,0.02120588642642168
11,c,0.021142589400020655
12,na,0.01865672004361085
13,mg,0.016918752199469398
14,ph,0.016525131471478233
15,n,0.004089645960791305
