,index,importance
0,species,0.3274887064276516
1,precip,0.2525309941343018
2,co3,0.08829088862357466
3,p,0.0545512184718675
4,mo,0.04035132338530785
5,random_noise,0.030277705539125194
6,salinity,0.02957194381861602
7,cn,0.02772875022293645
8,k,0.027091771228720602
9,ca,0.021744925111749504
10,cl,0.021559079396093875
11,c,0.021556623179855336
12,na,0.01881570821191131
13,ph,0.017278554588450207
14,mg,0.016938302852650144
15,n,0.004223504807188009
