"Species";"Iteration";"Method";"RMSE";"RSE"
"LEMA";62;"Linear_Regression";45,9746479503134;0,975271667469741
"LEMA";63;"Linear_Regression";52,9229787781985;0,937850997588282
"LEMA";64;"Linear_Regression";59,4630388727955;0,949168965539545
"LEMA";65;"Linear_Regression";43,5647728381879;0,966285379824982
"LEMA";66;"Linear_Regression";49,5569743064884;1,06258337591377
"LEMA";67;"Linear_Regression";37,3226320774343;1,18611992565605
"LEMA";68;"Linear_Regression";54,0679347904399;1,02853619089169
"LEMA";69;"Linear_Regression";63,1331970595218;0,900202252659755
"LEMA";70;"Linear_Regression";42,4608027822328;1,03347250380568
"LEMA";71;"Linear_Regression";35,6021427068924;1,22895678610322
"LEMA";72;"Linear_Regression";43,9652152808213;1,07736913058313
"LEMA";73;"Linear_Regression";56,0053433274903;0,989503032981428
"LEMA";74;"Linear_Regression";61,281198137965;0,872128307196532
"LEMA";75;"Linear_Regression";64,6263638990744;0,976006875361707
"LEMA";76;"Linear_Regression";66,8602468800329;0,964919392348217
"LEMA";77;"Linear_Regression";33,7775973414314;1,17195689642864
"LEMA";78;"Linear_Regression";46,6654908348024;0,959577725738905
"LEMA";79;"Linear_Regression";54,5804447416263;0,961439260767124
"LEMA";80;"Linear_Regression";53,6504004839851;0,990284288591218
"LEMA";81;"Linear_Regression";60,7902626383372;0,862329147386469
"LEMA";82;"Linear_Regression";61,8966854712545;0,861053070472328
"LEMA";83;"Linear_Regression";53,6864902588317;0,75026908577933
"LEMA";84;"Linear_Regression";63,323526412919;0,916260832567459
"LEMA";85;"Linear_Regression";41,7758894766939;1,06040133319708
"LEMA";86;"Linear_Regression";36,1165525830574;1,1487033283004
"LEMA";87;"Linear_Regression";62,8387661283781;0,865826105762104
"LEMA";88;"Linear_Regression";32,332347933106;1,46985393285128
"LEMA";89;"Linear_Regression";53,2167799634603;0,998164766863142
"LEMA";90;"Linear_Regression";47,1263912613517;0,896812212439087
"LEMA";91;"Linear_Regression";57,2716539205495;0,87531776911911
"LEMA";92;"Linear_Regression";51,1849099440184;0,993523599454721
"LEMA";93;"Linear_Regression";69,3026481407764;0,88797828984497
"LEMA";94;"Linear_Regression";49,3242140835644;1,07325915800735
"LEMA";95;"Linear_Regression";68,1461957809113;0,955299735323465
"LEMA";96;"Linear_Regression";37,0177144181459;1,18793227292522
"LEMA";97;"Linear_Regression";58,746319815715;1,26606990444153
"LEMA";98;"Linear_Regression";58,0348437235972;0,990366134731313
"LEMA";99;"Linear_Regression";46,9410836917457;1,00816759894782
"MESU";0;"Linear_Regression";28,5443271568696;6,0105784290424
"MESU";1;"Linear_Regression";23,4680992066141;4,8226861091147
"MESU";2;"Linear_Regression";21,3846867898549;3,0791952100281
"MESU";3;"Linear_Regression";22,6733222992827;4,90418534890277
"MESU";4;"Linear_Regression";22,3890093349111;6,30909682682859
"MESU";5;"Linear_Regression";24,8195904458081;4,42394885811208
"MESU";6;"Linear_Regression";29,0917485789607;3,90847107661185
"MESU";7;"Linear_Regression";28,9155915827819;2,56135313962125
"MESU";8;"Linear_Regression";22,3426283283642;4,5140789276159
"MESU";9;"Linear_Regression";27,0539013465376;7,16526486124028
"MESU";10;"Linear_Regression";24,0923914164081;5,97882781690004
"MESU";11;"Linear_Regression";31,0390256021315;12,8619546963
"MESU";12;"Linear_Regression";26,385219313517;3,50906364978066
"MESU";13;"Linear_Regression";25,979398711737;8,02845658485629
"MESU";14;"Linear_Regression";23,6033625199171;2,57610936714794
"MESU";15;"Linear_Regression";34,3913343358182;1,27487434566909
"MESU";16;"Linear_Regression";30,9206623024882;62,7851334284971
"MESU";17;"Linear_Regression";20,5891801995563;7,91706212582083
"MESU";18;"Linear_Regression";25,7568761820803;9,89931823641697
"MESU";19;"Linear_Regression";28,3057348116347;3,11801472902249
"MESU";20;"Linear_Regression";26,9975909395318;2,51563891014349
"MESU";21;"Linear_Regression";25,028577342936;9,84340195327037
"MESU";22;"Linear_Regression";27,0167994243687;5,95654037162272
"MESU";23;"Linear_Regression";23,7643600819391;3,9095718460267
"MESU";24;"Linear_Regression";26,6341155327202;5,1902514329288
"MESU";25;"Linear_Regression";29,764372447645;1,65896918406115
"MESU";26;"Linear_Regression";27,109273999548;6,95920159240261
"MESU";27;"Linear_Regression";24,4134078231902;11,3448295203478
"MESU";28;"Linear_Regression";26,2394909331011;10,5733078792402
"MESU";29;"Linear_Regression";24,2628852965352;12,6995378737683
"MESU";30;"Linear_Regression";25,0089559498061;4,17619017209661
"MESU";31;"Linear_Regression";25,5146780310625;5,75829353744658
"MESU";32;"Linear_Regression";22,0727993945475;8,3641562813408
"MESU";33;"Linear_Regression";23,4954989534379;3,7554039021117
"MESU";34;"Linear_Regression";22,6669739168722;7,73947009134481
"MESU";35;"Linear_Regression";26,2820322500882;2,81519089238015
"MESU";36;"Linear_Regression";22,4365990549589;2,62781272140999
"MESU";37;"Linear_Regression";27,2070390474455;3,04840370096996
"MESU";38;"Linear_Regression";25,6533585658775;7,31589381362086
"MESU";39;"Linear_Regression";24,4934679274247;14,4665763474641
"MESU";40;"Linear_Regression";27,6755451716181;5,44870832072189
"MESU";41;"Linear_Regression";21,2144933083448;1,98258118014369
"MESU";42;"Linear_Regression";23,6017258986626;7,14588476217461
"MESU";43;"Linear_Regression";21,5802527695039;8,98788494776219
"MESU";44;"Linear_Regression";23,9783402100309;3,7530823943504
"MESU";45;"Linear_Regression";29,3376156617979;4,33780997554994
"MESU";46;"Linear_Regression";31,2415596145489;23,7706525831641
"MESU";47;"Linear_Regression";22,8521952589111;3,3348046800227
"MESU";48;"Linear_Regression";22,4128111799711;6,30321715420738
"MESU";49;"Linear_Regression";22,0939775503408;2,93394283593445
"MESU";50;"Linear_Regression";24,4484855283086;1,65088438667545
"MESU";51;"Linear_Regression";29,011758160526;5,50254004345071
"MESU";52;"Linear_Regression";25,1091695179759;3,8119997297402
"MESU";53;"Linear_Regression";29,439789935729;18,3540816351096
"MESU";54;"Linear_Regression";24,8650703905868;12,921780143077
"MESU";55;"Linear_Regression";26,9817472391786;5,53400987744033
"MESU";56;"Linear_Regression";26,5466080804001;6,95810083593451
"MESU";57;"Linear_Regression";29,8293185770375;10,3800541092497
"MESU";58;"Linear_Regression";25,3265950753994;6,98394886037651
"MESU";59;"Linear_Regression";25,8832498279433;2,55086231968573
"MESU";60;"Linear_Regression";28,1750342024467;4,48540707616268
"MESU";61;"Linear_Regression";21,6841536764067;4,08053790329954
"MESU";62;"Linear_Regression";27,5701407048914;3,36589796148704
"MESU";63;"Linear_Regression";24,9597408753462;8,23364305451446
"MESU";64;"Linear_Regression";30,4811454922978;14,7735786981493
"MESU";65;"Linear_Regression";24,4757324304596;3,1294113635339
"MESU";66;"Linear_Regression";22,2070198782199;7,75721054747775
"MESU";67;"Linear_Regression";25,5658160476121;9,04483717608968
"MESU";68;"Linear_Regression";24,9796254482035;6,6997946268452
"MESU";69;"Linear_Regression";28,2798723850419;10,2451967916282
"MESU";70;"Linear_Regression";24,8425789709602;3,36692943169723
"MESU";71;"Linear_Regression";25,4792257052085;5,03933126253269
"MESU";72;"Linear_Regression";22,8304239899013;9,87338680125262
"MESU";73;"Linear_Regression";22,5108713792136;9,26342953905503
"MESU";74;"Linear_Regression";27,9339392337102;7,74446222743702
"MESU";75;"Linear_Regression";24,315901717472;10,0550912184861
"MESU";76;"Linear_Regression";23,7999624663106;4,59043847371263
"MESU";77;"Linear_Regression";27,5343518965284;3,96511834771588
"MESU";78;"Linear_Regression";22,5587999978818;6,10219455942297
"MESU";79;"Linear_Regression";29,0940734324939;6,7237112028586
"MESU";80;"Linear_Regression";24,0456138249511;8,96814817916099
"MESU";81;"Linear_Regression";22,1312659954399;4,58879651527535
"MESU";82;"Linear_Regression";28,3458590624896;4,29665203136094
"MESU";83;"Linear_Regression";22,6740063323126;2,40112376796193
"MESU";84;"Linear_Regression";25,0253040789677;53,1918558875802
"MESU";85;"Linear_Regression";22,8662324687438;2,66035347815249
"MESU";86;"Linear_Regression";29,0327262236681;4,59012484017818
"MESU";87;"Linear_Regression";21,4964884515989;5,2575348655936
"MESU";88;"Linear_Regression";26,1898239653991;3,92244949758924
"MESU";89;"Linear_Regression";25,8234923226535;3,39806256391724
"MESU";90;"Linear_Regression";24,3254455904474;27,6816728561948
"MESU";91;"Linear_Regression";23,5209564832863;24,6536704982347
"MESU";92;"Linear_Regression";27,6017773143292;2,54798294242432
"MESU";93;"Linear_Regression";25,3483371951018;3,10114810997031
"MESU";94;"Linear_Regression";23,9747055254749;2,82908676958381
"MESU";95;"Linear_Regression";26,1496615142377;6,79382471520734
"MESU";96;"Linear_Regression";24,5906699574061;4,38984879200129
"MESU";97;"Linear_Regression";28,0541481529348;5,2948620427584
"MESU";98;"Linear_Regression";22,4125745304083;3,0807261972818
"MESU";99;"Linear_Regression";26,2058293817685;4,25792419451102
"LYTR";0;"Linear_Regression";22,971781954776;3,72877106778367
"LYTR";1;"Linear_Regression";20,4599783443986;3,17670802852189
"LYTR";2;"Linear_Regression";22,518440968852;5,07663224626399
"LYTR";3;"Linear_Regression";25,9779498344819;4,49420917976925
"LYTR";4;"Linear_Regression";18,9306814196918;2,89381377550185
"LYTR";5;"Linear_Regression";20,6814094003792;4,01957476430682
"LYTR";6;"Linear_Regression";26,1920211425498;2,84239280878956
"LYTR";7;"Linear_Regression";29,4452956121533;1,53642901856678
"LYTR";8;"Linear_Regression";24,4001644889881;2,67485251704168
"LYTR";9;"Linear_Regression";24,3218207669787;1,65582286924507
"LYTR";10;"Linear_Regression";21,7715712773994;3,38625508538156
"LYTR";11;"Linear_Regression";28,0417018259707;1,50565889780462
"LYTR";12;"Linear_Regression";24,0097883117691;2,58861771682579
"LYTR";13;"Linear_Regression";26,1504777726908;1,73581168492467
"LYTR";14;"Linear_Regression";23,2043208536191;2,70467369901856
"LYTR";15;"Linear_Regression";23,4729331782473;2,15603614176512
"LYTR";16;"Linear_Regression";26,630886671131;4,72515747646167
"LYTR";17;"Linear_Regression";21,7987955476087;3,59128526039891
"LYTR";18;"Linear_Regression";23,7373742892677;4,27615746367745
"LYTR";19;"Linear_Regression";24,4408282338756;3,64078674027327
"LYTR";20;"Linear_Regression";22,8028379342445;8,55528052860629
"LYTR";21;"Linear_Regression";24,287801048869;9,75523683457271
"LYTR";22;"Linear_Regression";26,1824750247591;5,46821090680369
"LYTR";23;"Linear_Regression";28,9413340949606;1,38294711025156
"LYTR";24;"Linear_Regression";21,3675400149411;2,49305385012289
"LYTR";25;"Linear_Regression";23,1485999280232;2,17082297750806
"LYTR";26;"Linear_Regression";25,5549617625637;1,06501223859187
"LYTR";27;"Linear_Regression";20,7632443987272;7,59019351533291
"LYTR";28;"Linear_Regression";24,3843326046843;6,25621743721784
"LYTR";29;"Linear_Regression";23,0713804618014;3,10347278373003
"LYTR";30;"Linear_Regression";20,3969908775377;1,68324279820375
"LYTR";31;"Linear_Regression";27,2619956281959;2,01772679341849
"LYTR";32;"Linear_Regression";29,6291853772058;1,29199354369398
"LYTR";33;"Linear_Regression";22,2200071678127;4,22090691331062
"LYTR";34;"Linear_Regression";21,8357114115925;7,57564709952139
"LYTR";35;"Linear_Regression";24,1308482190437;3,33160261968787
"LYTR";36;"Linear_Regression";27,5870935289822;2,27959435718563
"LYTR";37;"Linear_Regression";21,7392376604993;7,04856562587636
"LYTR";38;"Linear_Regression";27,2277832112545;1,19997662315656
"LYTR";39;"Linear_Regression";22,8266015234084;9,86318342855379
"LYTR";40;"Linear_Regression";21,9650478624013;4,53995929757192
"LYTR";41;"Linear_Regression";23,2923120365683;6,20808000258619
"LYTR";42;"Linear_Regression";24,4123779535415;3,28102570885731
"LYTR";43;"Linear_Regression";22,7570016673265;2,0520437640798
"LYTR";44;"Linear_Regression";22,6794780112443;9,01998594977893
"LYTR";45;"Linear_Regression";34,8230306106996;2,4940548528763
"LYTR";46;"Linear_Regression";21,3960356853264;4,66552753896163
"LYTR";47;"Linear_Regression";24,1254033047307;2,06487387508731
"LYTR";48;"Linear_Regression";22,5034024942232;2,76365797122551
"LYTR";49;"Linear_Regression";24,9959116548085;10,8054930627547
"LYTR";50;"Linear_Regression";24,7820569742489;5,26637685000494
"LYTR";51;"Linear_Regression";25,1716398734366;2,13034900328763
"LYTR";52;"Linear_Regression";21,2970798119351;6,32231657393252
"LYTR";53;"Linear_Regression";27,5235257532035;5,67986973646924
"LYTR";54;"Linear_Regression";25,3734783635835;7,02825551439489
"LYTR";55;"Linear_Regression";25,5841301179965;2,03230075829458
"LYTR";56;"Linear_Regression";25,6858130550753;6,80560435255103
"LYTR";57;"Linear_Regression";25,9344061535986;5,64714701518113
"LYTR";58;"Linear_Regression";25,1636836780424;2,99137921175223
"LYTR";59;"Linear_Regression";24,4585853098022;2,16843168745404
"LYTR";60;"Linear_Regression";28,5810797466887;1,5756798497193
"LYTR";61;"Linear_Regression";21,2491853894053;3,51396165029412
"LYTR";62;"Linear_Regression";23,875274367361;5,58540730454683
"LYTR";63;"Linear_Regression";24,6202789307267;12,2613728877262
"LYTR";64;"Linear_Regression";28,5578557246895;8,09478755500795
"LYTR";65;"Linear_Regression";26,4676216988657;1,68571914489485
"LYTR";66;"Linear_Regression";22,3715428387955;2,01758084317298
"LYTR";67;"Linear_Regression";22,6122019311949;6,53252057494356
"LYTR";68;"Linear_Regression";22,6097497928458;1,6015470048279
"LYTR";69;"Linear_Regression";29,395499024401;2,04202643630988
"LYTR";70;"Linear_Regression";22,6991146256211;2,29727700720325
"LYTR";71;"Linear_Regression";22,1838537752582;5,74403499803707
"LYTR";72;"Linear_Regression";23,5948204958943;2,37188766156019
"LYTR";73;"Linear_Regression";23,6619520797151;2,03288034607892
"LYTR";74;"Linear_Regression";29,6452128728668;1,7613722601409
"LYTR";75;"Linear_Regression";26,153085359643;1,24667655787484
"LYTR";76;"Linear_Regression";21,6496416249364;5,25408991074301
"LYTR";77;"Linear_Regression";31,3258186076678;1,24650364128146
"LYTR";78;"Linear_Regression";25,3701534721578;1,38085671570268
"LYTR";79;"Linear_Regression";21,3270663258286;7,23242693011839
"LYTR";80;"Linear_Regression";27,6500279841489;0,989917048051807
"LYTR";81;"Linear_Regression";22,1604922636377;5,7153555948744
"LYTR";82;"Linear_Regression";26,3820629035195;3,36463021653176
"LYTR";83;"Linear_Regression";30,0069156572918;1,8113720540313
"LYTR";84;"Linear_Regression";26,7154369591565;1,70420459357098
"LYTR";85;"Linear_Regression";26,5481554641662;2,09586402455524
"LYTR";86;"Linear_Regression";24,4029801552371;2,29280770986247
"LYTR";87;"Linear_Regression";22,4680587889518;1,55313853487554
"LYTR";88;"Linear_Regression";24,2126394677907;3,692848568976
"LYTR";89;"Linear_Regression";28,8785309449435;1,54885202835154
"LYTR";90;"Linear_Regression";23,7136537588821;3,55576325857045
"LYTR";91;"Linear_Regression";22,3547498995752;2,54386326169668
"LYTR";92;"Linear_Regression";23,5193065088069;3,68850479823038
"LYTR";93;"Linear_Regression";24,0438908049392;1,45471576849476
"LYTR";94;"Linear_Regression";21,8790919222202;5,2336863316558
"LYTR";95;"Linear_Regression";24,3595304950714;5,20281821080349
"LYTR";96;"Linear_Regression";30,1953391934384;1,44001448392694
"LYTR";97;"Linear_Regression";26,1136570386822;8,25413684272496
"LYTR";98;"Linear_Regression";23,4017383202465;3,08321851042494
"LYTR";99;"Linear_Regression";26,2580913822481;1,4059575757699
"COSQ";0;"Linear_Regression";26,5495841851141;11,5849441308983
"COSQ";1;"Linear_Regression";23,434843435532;5,08397638162972
"COSQ";2;"Linear_Regression";19,9344348322108;3,99086931948163
"COSQ";3;"Linear_Regression";28,0065194609075;5,06175645567878
"COSQ";4;"Linear_Regression";18,369428136699;2,2076657988475
"COSQ";5;"Linear_Regression";24,9854407673021;2,74545438633596
"COSQ";6;"Linear_Regression";31,1782631642906;3,61716796777982
"COSQ";7;"Linear_Regression";29,556852175768;6,733205687868
"COSQ";8;"Linear_Regression";23,5534141893597;6,09648579942671
"COSQ";9;"Linear_Regression";23,8994403552812;3,48404201324314
"COSQ";10;"Linear_Regression";29,0573747529027;1,9461061789135
"COSQ";11;"Linear_Regression";27,9460302244246;7,59938472259641
"COSQ";12;"Linear_Regression";25,8094974728764;5,9508211221291
"COSQ";13;"Linear_Regression";22,4916964457193;8,1669891812261
"COSQ";14;"Linear_Regression";23,8540154579975;26,3323919762104
"COSQ";15;"Linear_Regression";26,3550130018716;4,65710985504401
"COSQ";16;"Linear_Regression";30,5074267261903;11,3725900653441
"COSQ";17;"Linear_Regression";24,6771620588405;2,68919549032346
"COSQ";18;"Linear_Regression";23,9859669763764;2,39526492314337
"COSQ";19;"Linear_Regression";21,9790649464405;4,16695097552305
"COSQ";20;"Linear_Regression";22,9208448650379;1,9967863512441
"COSQ";21;"Linear_Regression";24,4884810163863;5,54410842992507
"COSQ";22;"Linear_Regression";25,6492626806629;10,311194520714
"COSQ";23;"Linear_Regression";21,1927013155465;5,54216068638778
"COSQ";24;"Linear_Regression";23,5438136441325;33,6981165146599
"COSQ";25;"Linear_Regression";24,7806957736302;4,38528699991079
"COSQ";26;"Linear_Regression";22,5757218143176;7,1961316462425
"COSQ";27;"Linear_Regression";24,0850127326332;5,423949702708
"COSQ";28;"Linear_Regression";26,855454880379;7,37060334597975
"COSQ";29;"Linear_Regression";21,5095008062844;7,36800863306709
"COSQ";30;"Linear_Regression";23,4116972633848;11,2575836805423
"COSQ";31;"Linear_Regression";26,091052046064;2,46135620383495
"COSQ";32;"Linear_Regression";21,8499860259232;1,92756613475984
"COSQ";33;"Linear_Regression";21,1928666539761;6,51592308420254
"COSQ";34;"Linear_Regression";21,2098557261063;2,75138329507734
"COSQ";35;"Linear_Regression";26,3541762702082;9,27390614116566
"COSQ";36;"Linear_Regression";26,3689791157272;16,0982282839597
"COSQ";37;"Linear_Regression";20,4427881721392;3,56375225806095
"COSQ";38;"Linear_Regression";20,8213275557154;3,06425664515388
"COSQ";39;"Linear_Regression";27,1355982772235;3,03620351667895
"COSQ";40;"Linear_Regression";23,0905744128751;6,07863581118226
"COSQ";41;"Linear_Regression";21,4859346389438;2,17409011609156
"COSQ";42;"Linear_Regression";24,5976726225889;15,881000259971
"COSQ";43;"Linear_Regression";21,9590009936961;11,236783671496
"COSQ";44;"Linear_Regression";23,9323829953384;4,79100363629553
"COSQ";45;"Linear_Regression";25,8423015983981;8,12282693466174
"COSQ";46;"Linear_Regression";24,3526016572442;4,28798998355601
"COSQ";47;"Linear_Regression";24,8967844802827;8,82623195533315
"COSQ";48;"Linear_Regression";22,1519359158147;8,56663010485138
"COSQ";49;"Linear_Regression";24,5195038060322;1,9431777661213
"COSQ";50;"Linear_Regression";24,5321799141885;6,09563294089543
"COSQ";51;"Linear_Regression";23,8600226690527;18,4912929522601
"COSQ";52;"Linear_Regression";23,5376811750235;2,90610043998959
"COSQ";53;"Linear_Regression";27,142383445649;42,3717472434593
"COSQ";54;"Linear_Regression";25,1355456070553;4,18978126862224
"COSQ";55;"Linear_Regression";21,9056452069917;5,34674143502479
"COSQ";56;"Linear_Regression";26,2236634729595;3,89703686076738
"COSQ";57;"Linear_Regression";20,9184012728704;7,47179793453406
"COSQ";58;"Linear_Regression";22,2549991427909;1,8475649544006
"COSQ";59;"Linear_Regression";25,5770329249188;1,78355359982714
"COSQ";60;"Linear_Regression";24,3078187083589;4,49727270354466
"COSQ";61;"Linear_Regression";23,5926050848999;2,82790571655256
"COSQ";62;"Linear_Regression";23,3358488673952;3,25198041853878
"COSQ";63;"Linear_Regression";24,3480730771506;13,6121285311088
"COSQ";64;"Linear_Regression";29,8813459714154;12,3625205230479
"COSQ";65;"Linear_Regression";21,6225167097772;3,14148386167144
"COSQ";66;"Linear_Regression";23,3692125400261;6,50539336742929
"COSQ";67;"Linear_Regression";27,1130178340558;2,69742023783964
"COSQ";68;"Linear_Regression";23,500053662274;4,81951403734648
"COSQ";69;"Linear_Regression";24,9170540154346;1,57572916112532
"COSQ";70;"Linear_Regression";18,9641960985729;8,17823186368882
"COSQ";71;"Linear_Regression";26,4304180270003;4,2451360267756
"COSQ";72;"Linear_Regression";22,8089916677082;7,33000777168414
"COSQ";73;"Linear_Regression";22,3324890992919;8,41408887091208
"COSQ";74;"Linear_Regression";23,7151761034178;9,09198758179476
"COSQ";75;"Linear_Regression";22,192495142179;1,6868174148413
"COSQ";76;"Linear_Regression";22,739266210186;10,3023144883645
"COSQ";77;"Linear_Regression";25,0282019304793;5,00518706324944
"COSQ";78;"Linear_Regression";21,1933485216105;7,03549682394732
"COSQ";79;"Linear_Regression";24,1875612480974;11,59420198748
"COSQ";80;"Linear_Regression";26,5730343952381;1,66070291803316
"COSQ";81;"Linear_Regression";21,3148772441712;4,23444437054609
"COSQ";82;"Linear_Regression";24,6398432252188;2,93054297330509
"COSQ";83;"Linear_Regression";21,9043950847675;4,47949238355667
"COSQ";84;"Linear_Regression";24,911705659943;4,50636618701808
"COSQ";85;"Linear_Regression";22,1956867531147;2,77696839699857
"COSQ";86;"Linear_Regression";26,5117352561085;3,11756593281864
"COSQ";87;"Linear_Regression";23,9533528084703;2,23831474557156
"COSQ";88;"Linear_Regression";20,6023193205273;1,92370366274805
"COSQ";89;"Linear_Regression";23,8115867552234;2,80464232123176
"COSQ";90;"Linear_Regression";23,9640067750694;14,1438102888473
"COSQ";91;"Linear_Regression";22,1517853616351;19,4044949580155
"COSQ";92;"Linear_Regression";25,598859670864;5,06935704882094
"COSQ";93;"Linear_Regression";23,6183182588712;1,44757324755029
"COSQ";94;"Linear_Regression";21,6770941586194;3,28519823315584
"COSQ";95;"Linear_Regression";21,6664362148363;3,73234476633615
"COSQ";96;"Linear_Regression";25,5190393536483;5,17970102149768
"COSQ";97;"Linear_Regression";24,0555328211503;3,27383576426008
"COSQ";98;"Linear_Regression";22,0866886128412;2,85992055295915
"COSQ";99;"Linear_Regression";23,64746326288;6,13320480436052
"PUPA";0;"Linear_Regression";22,5766406878011;2,58923985843499
"PUPA";1;"Linear_Regression";23,1653150445145;6,87291863709943
"PUPA";2;"Linear_Regression";20,7613460341211;2,0850493750898
"PUPA";3;"Linear_Regression";21,953088718274;4,06339940803472
"PUPA";4;"Linear_Regression";21,7614347184891;3,46266965299209
"PUPA";5;"Linear_Regression";22,4114699673839;5,37728664616341
"PUPA";6;"Linear_Regression";26,9417540557231;3,4925685090079
"PUPA";7;"Linear_Regression";26,2827281618078;6,08576018005789
"PUPA";8;"Linear_Regression";20,2690397275781;3,41709381880338
"PUPA";9;"Linear_Regression";20,8776436301449;2,08835115653365
"PUPA";10;"Linear_Regression";21,1897685855238;2,72752226219543
"PUPA";11;"Linear_Regression";25,2191042510198;22,5613090691946
"PUPA";12;"Linear_Regression";24,939220906171;10,7870837632192
"PUPA";13;"Linear_Regression";22,872597219132;2,73078778940706
"PUPA";14;"Linear_Regression";23,3266971478581;6,91054871180202
"PUPA";15;"Linear_Regression";23,4365476906287;2,48204652440312
"PUPA";16;"Linear_Regression";24,0255299816077;5,82499608058845
"PUPA";17;"Linear_Regression";22,5200266912993;4,60824410903881
"PUPA";18;"Linear_Regression";23,5714949771617;3,2865781130875
"PUPA";19;"Linear_Regression";20,2061142561676;2,35427994090779
"PUPA";20;"Linear_Regression";20,9460710843675;4,2961123341796
"PUPA";21;"Linear_Regression";25,2524124231497;17,9330419686945
"PUPA";22;"Linear_Regression";24,4260712776432;6,12638129185476
"PUPA";23;"Linear_Regression";17,3651779166279;8,37122061867814
"PUPA";24;"Linear_Regression";19,7739404349271;12,3881131348113
"PUPA";25;"Linear_Regression";22,2815511034812;4,11612101690152
"PUPA";26;"Linear_Regression";21,6267222238538;1,6893259583625
"PUPA";27;"Linear_Regression";19,3007544585216;2,29426072769975
"PUPA";28;"Linear_Regression";25,5349647817697;7,99875152532678
"PUPA";29;"Linear_Regression";24,7519729506808;4,37565191594632
"PUPA";30;"Linear_Regression";22,1686341580365;2,51640365161414
"PUPA";31;"Linear_Regression";20,705089161045;2,37926098543634
"PUPA";32;"Linear_Regression";21,7116637483947;6,73336695390158
"PUPA";33;"Linear_Regression";21,8705950478563;3,05859595170343
"PUPA";34;"Linear_Regression";18,792944112281;1,23730736444399
"PUPA";35;"Linear_Regression";21,3063333583249;3,65120431491854
"PUPA";36;"Linear_Regression";19,0527319403268;2,55652671906505
"PUPA";37;"Linear_Regression";21,6694145904743;9,70192707348478
"PUPA";38;"Linear_Regression";20,2082076899216;2,79392012035083
"PUPA";39;"Linear_Regression";24,9412445933455;10,1181308798597
"PUPA";40;"Linear_Regression";22,1947355969232;5,52032558670547
"PUPA";41;"Linear_Regression";19,400125163391;4,70595314032525
"PUPA";42;"Linear_Regression";23,0332637470601;3,70986819644557
"PUPA";43;"Linear_Regression";20,0569965919907;2,39140535778445
"PUPA";44;"Linear_Regression";23,0701803293274;2,45410738328453
"PUPA";45;"Linear_Regression";22,9360223308596;2,57470052480211
"PUPA";46;"Linear_Regression";24,7231479878721;7,29380589115088
"PUPA";47;"Linear_Regression";22,1502617585192;5,26535384637007
"PUPA";48;"Linear_Regression";22,224782045987;4,63406753433829
"PUPA";49;"Linear_Regression";22,4103829704706;4,0479754728118
"PUPA";50;"Linear_Regression";24,3680272138233;5,72140483216744
"PUPA";51;"Linear_Regression";20,9704339904377;4,74818675176134
"PUPA";52;"Linear_Regression";22,7633986155466;11,1401949388493
"PUPA";53;"Linear_Regression";23,4052838851704;5,65798851194758
"PUPA";54;"Linear_Regression";23,2207822285842;3,35245198550373
"PUPA";55;"Linear_Regression";22,8508862306122;10,6419929682304
"PUPA";56;"Linear_Regression";23,3813993585145;6,94571150236908
"PUPA";57;"Linear_Regression";21,168180242203;3,09220027073127
"PUPA";58;"Linear_Regression";22,6937080963373;5,20293335951676
"PUPA";59;"Linear_Regression";23,3261439020287;3,56408992668463
"PUPA";60;"Linear_Regression";22,7119775444547;7,75939226213698
"PUPA";61;"Linear_Regression";21,5909660536199;2,97632396114113
"PUPA";62;"Linear_Regression";19,9868015722826;10,5327637206452
"PUPA";63;"Linear_Regression";24,0469468853862;6,07939227006782
"PUPA";64;"Linear_Regression";23,6446688505568;12,5272728875413
"PUPA";65;"Linear_Regression";20,2972739865595;4,48752070386588
"PUPA";66;"Linear_Regression";21,9701334357116;2,26823867040168
"PUPA";67;"Linear_Regression";22,9739714746317;6,8442780580817
"PUPA";68;"Linear_Regression";21,2485934689172;4,89151468338771
"PUPA";69;"Linear_Regression";21,1040753244927;3,64320896845409
"PUPA";70;"Linear_Regression";22,7063526166638;6,48507468434367
"PUPA";71;"Linear_Regression";22,0131875625037;8,63667682602971
"PUPA";72;"Linear_Regression";22,371149459384;2,39237235147779
"PUPA";73;"Linear_Regression";21,07341662753;4,33166164850602
"PUPA";74;"Linear_Regression";24,4791316371972;5,58075661989072
"PUPA";75;"Linear_Regression";16,6034310276143;1,55376243537582
"PUPA";76;"Linear_Regression";20,0342334317042;4,52606224580743
"PUPA";77;"Linear_Regression";19,8019755876672;6,29765494612314
"PUPA";78;"Linear_Regression";21,9154521552376;4,40422445224683
"PUPA";79;"Linear_Regression";22,6078535959984;4,20501771740508
"PUPA";80;"Linear_Regression";21,0264309775203;3,87622086494322
"PUPA";81;"Linear_Regression";42,2749971870804;1,13569250019644
"PUPA";82;"Linear_Regression";22,6852414768576;8,45041252093806
"PUPA";83;"Linear_Regression";23,7814202683508;12,4808435091649
"PUPA";84;"Linear_Regression";22,30003533514;8,12921072103997
"PUPA";85;"Linear_Regression";24,5567896196171;6,64751931071498
"PUPA";86;"Linear_Regression";23,2587545565646;2,71082565062615
"PUPA";87;"Linear_Regression";22,6920449644972;4,99138265110926
"PUPA";88;"Linear_Regression";20,8387507053398;5,46231602086188
"PUPA";89;"Linear_Regression";25,0525529293529;1,52663672888216
