"Species";"Iteration";"Method";"RMSE";"RSE";"R2"
"SPRU";27;"Linear_Regression";19,2879212984615;144,020008897999;-143,020008897999
"SPRU";28;"Linear_Regression";20,6168215241238;31,7028726614765;-30,7028726614765
"SPRU";29;"Linear_Regression";21,5724683133617;145,346163319242;-144,346163319242
"SPRU";30;"Linear_Regression";20,6571252977819;85,9831147309417;-84,9831147309417
"SPRU";31;"Linear_Regression";21,7992384879499;131,595728858174;-130,595728858174
"SPRU";32;"Linear_Regression";18,9297656303557;23,2832895708348;-22,2832895708348
"SPRU";33;"Linear_Regression";18,9691927740552;26,5886352776758;-25,5886352776758
"SPRU";34;"Linear_Regression";22,795659858246;64,422184266663;-63,422184266663
"SPRU";35;"Linear_Regression";21,29455585759;222,423558386419;-221,423558386419
"SPRU";36;"Linear_Regression";19,786764697283;107,775780150447;-106,775780150447
"SPRU";37;"Linear_Regression";20,8576305822691;191,176284718934;-190,176284718934
"SPRU";38;"Linear_Regression";19,0017151451829;163,65087435271;-162,65087435271
"SPRU";39;"Linear_Regression";21,770921411771;1295,39927900027;-1294,39927900027
"SPRU";40;"Linear_Regression";19,0769854642016;117,608234422958;-116,608234422958
"SPRU";41;"Linear_Regression";18,498910086298;57,6546350043529;-56,6546350043529
"SPRU";42;"Linear_Regression";23,992652606738;159,125681256586;-158,125681256586
"SPRU";43;"Linear_Regression";15,9586597613306;104,26083945535;-103,26083945535
"SPRU";44;"Linear_Regression";19,0889997318941;110,519424568582;-109,519424568582
"SPRU";45;"Linear_Regression";28,4261183216709;169,39031295347;-168,39031295347
"SPRU";46;"Linear_Regression";20,1465599030703;29,6664289065284;-28,6664289065284
"SPRU";47;"Linear_Regression";21,5245780041402;92,9041801217853;-91,9041801217853
"SPRU";48;"Linear_Regression";17,1084380325685;18,7152700402102;-17,7152700402102
"SPRU";49;"Linear_Regression";19,6454860579833;68,351729966377;-67,351729966377
"SPRU";50;"Linear_Regression";19,8433790386925;27,272699956055;-26,272699956055
"SPRU";51;"Linear_Regression";19,5792601658301;131,000554847575;-130,000554847575
"SPRU";52;"Linear_Regression";17,155424583537;21,1503095758194;-20,1503095758194
"SPRU";53;"Linear_Regression";21,7631869630229;22,5950443717343;-21,5950443717343
"SPRU";54;"Linear_Regression";21,5449946965041;30,0709446887873;-29,0709446887873
"SPRU";55;"Linear_Regression";21,6457155367996;363,520087060382;-362,520087060382
"SPRU";56;"Linear_Regression";20,4012587842058;81,6772621715465;-80,6772621715465
"SPRU";57;"Linear_Regression";23,0894732207448;34,9118873213385;-33,9118873213385
"SPRU";58;"Linear_Regression";22,1810929989327;167,097166599967;-166,097166599967
"SPRU";59;"Linear_Regression";21,4394091871118;52,2971430586937;-51,2971430586937
"SPRU";60;"Linear_Regression";19,8620101480153;48,9617053775184;-47,9617053775184
"SPRU";61;"Linear_Regression";19,0796560360274;17,6437773493466;-16,6437773493466
"SPRU";62;"Linear_Regression";21,0692327361005;41,1930299625078;-40,1930299625078
"SPRU";63;"Linear_Regression";20,3071478279334;23,623595978611;-22,623595978611
"SPRU";64;"Linear_Regression";23,8837115090397;723,296238615388;-722,296238615388
"SPRU";65;"Linear_Regression";17,419935069371;39,7193443811057;-38,7193443811057
"SPRU";66;"Linear_Regression";21,4374614950172;50,9129579861718;-49,9129579861718
"SPRU";67;"Linear_Regression";21,6919546069861;219,057672171179;-218,057672171179
"SPRU";68;"Linear_Regression";17,6381919566854;81,6373518353076;-80,6373518353076
"SPRU";69;"Linear_Regression";20,2066954260485;61,9605798758264;-60,9605798758264
"SPRU";70;"Linear_Regression";21,5405532160499;84,0024545348718;-83,0024545348718
"SPRU";71;"Linear_Regression";23,8759782979636;243,298686765309;-242,298686765309
"SPRU";72;"Linear_Regression";16,0510956754018;55,8860778202951;-54,8860778202951
"SPRU";73;"Linear_Regression";18,9139482265882;144,150147277734;-143,150147277734
"SPRU";74;"Linear_Regression";20,2833465817042;64,8709000855174;-63,8709000855174
"SPRU";75;"Linear_Regression";19,2446359055184;15,3140175271194;-14,3140175271194
"SPRU";76;"Linear_Regression";18,5062046307149;59,3069981754043;-58,3069981754043
"SPRU";77;"Linear_Regression";25,8945189965799;36,9276275170863;-35,9276275170863
"SPRU";78;"Linear_Regression";18,6760209681631;458,516267291001;-457,516267291001
"SPRU";79;"Linear_Regression";18,8661865238851;1808,1674165516;-1807,1674165516
"SPRU";80;"Linear_Regression";21,113391244626;83,2003544271317;-82,2003544271317
"SPRU";81;"Linear_Regression";17,9248108950231;24,5711470758499;-23,5711470758499
"SPRU";82;"Linear_Regression";21,207242203859;118,90998685848;-117,90998685848
"SPRU";83;"Linear_Regression";21,5148579730968;46,2694744879619;-45,2694744879619
"SPRU";84;"Linear_Regression";24,9097539590676;223,939579018113;-222,939579018113
"SPRU";85;"Linear_Regression";18,2678754928804;207,074606552968;-206,074606552968
"SPRU";86;"Linear_Regression";21,1798612511474;54,6562717967363;-53,6562717967363
"SPRU";87;"Linear_Regression";18,3227966975659;59,6891545030177;-58,6891545030177
"SPRU";88;"Linear_Regression";19,1463856621009;11,4148440368885;-10,4148440368885
"SPRU";89;"Linear_Regression";20,6383648961732;124,718610450674;-123,718610450674
"SPRU";90;"Linear_Regression";22,3061880671704;22,5769113469221;-21,5769113469221
"SPRU";91;"Linear_Regression";19,1063571627183;96,8867094680679;-95,8867094680679
"SPRU";92;"Linear_Regression";18,0649809102628;92,0499914711462;-91,0499914711462
"SPRU";93;"Linear_Regression";18,9841049918287;276,657115443949;-275,657115443949
"SPRU";94;"Linear_Regression";15,8926660729545;36,5929087357377;-35,5929087357377
"SPRU";95;"Linear_Regression";21,4131225084168;235,97977641425;-234,97977641425
"SPRU";96;"Linear_Regression";19,361830465886;52,6673228740342;-51,6673228740342
"SPRU";97;"Linear_Regression";23,0498730006634;147,888950463897;-146,888950463897
"SPRU";98;"Linear_Regression";18,9170062649311;13,6162901698907;-12,6162901698907
"SPRU";99;"Linear_Regression";18,2478703268375;34,3637594864658;-33,3637594864658
"MEPO";0;"Linear_Regression";22,3329543751529;9,307498707285;-8,307498707285
"MEPO";1;"Linear_Regression";22,9097264327979;2,20316388846505;-1,20316388846505
"MEPO";2;"Linear_Regression";22,2685454724771;1,0712696743254;-0,0712696743254022
"MEPO";3;"Linear_Regression";26,5132638351401;3,44442070851614;-2,44442070851614
"MEPO";4;"Linear_Regression";22,9090882446756;2,28200240973251;-1,28200240973251
"MEPO";5;"Linear_Regression";24,870810207566;2,50448244652917;-1,50448244652917
"MEPO";6;"Linear_Regression";22,4744977592439;22,3999866319427;-21,3999866319427
"MEPO";7;"Linear_Regression";25,9064246918093;19,6097737855415;-18,6097737855415
"MEPO";8;"Linear_Regression";25,5845555394625;1,78704852476302;-0,78704852476302
"MEPO";9;"Linear_Regression";22,9272939808751;5,75396119299914;-4,75396119299914
"MEPO";10;"Linear_Regression";22,1723292396767;5,35814661112142;-4,35814661112142
"MEPO";11;"Linear_Regression";24,9986426390744;3,49002973654888;-2,49002973654888
"MEPO";12;"Linear_Regression";25,5267672497393;2,39028110378156;-1,39028110378156
"MEPO";13;"Linear_Regression";21,6683700199892;6,70969555984612;-5,70969555984612
"MEPO";14;"Linear_Regression";25,0519412136939;3,38514417948644;-2,38514417948644
"MEPO";15;"Linear_Regression";21,6833843550078;2,15107589792458;-1,15107589792458
"MEPO";16;"Linear_Regression";29,1688840433979;3,17644464066918;-2,17644464066918
"MEPO";17;"Linear_Regression";22,4418669133803;19,9595336310791;-18,9595336310791
"MEPO";18;"Linear_Regression";19,6740944438757;4,59164535380966;-3,59164535380966
"MEPO";19;"Linear_Regression";24,1932227417056;4,85208256374433;-3,85208256374433
"MEPO";20;"Linear_Regression";24,5411886564415;2,3195499184107;-1,3195499184107
"MEPO";21;"Linear_Regression";23,6274615945795;6,8719928168418;-5,8719928168418
"MEPO";22;"Linear_Regression";21,5275136160327;9,07970144773696;-8,07970144773696
"MEPO";23;"Linear_Regression";20,8792043786429;3,49524906962674;-2,49524906962674
"MEPO";24;"Linear_Regression";21,0838313848113;4,12533726968935;-3,12533726968935
"MEPO";25;"Linear_Regression";23,5672960227835;2,96208755950469;-1,96208755950469
"MEPO";26;"Linear_Regression";24,6150448803433;4,15462527798337;-3,15462527798337
"MEPO";27;"Linear_Regression";21,8828699177881;3,24747261585487;-2,24747261585487
"MEPO";28;"Linear_Regression";23,2519004572952;8,23978011669872;-7,23978011669872
"MEPO";29;"Linear_Regression";23,1035024961082;3,40563089266378;-2,40563089266378
"MEPO";30;"Linear_Regression";20,8933983900834;15,0161233505402;-14,0161233505402
"MEPO";31;"Linear_Regression";21,9595492310902;2,98440539758237;-1,98440539758237
"MEPO";32;"Linear_Regression";22,3647627497173;1,61979097312586;-0,619790973125861
"MEPO";33;"Linear_Regression";18,2715457112925;7,53866086578985;-6,53866086578985
"MEPO";34;"Linear_Regression";18,1598866036882;11,5605449581997;-10,5605449581997
"MEPO";35;"Linear_Regression";22,6340364030618;3,14947975298526;-2,14947975298526
"MEPO";36;"Linear_Regression";24,7352845077185;4,12626524821579;-3,12626524821579
"MEPO";37;"Linear_Regression";22,7769662630536;7,83553579180129;-6,83553579180129
"MEPO";38;"Linear_Regression";23,3905279116491;4,17618639035793;-3,17618639035793
"MEPO";39;"Linear_Regression";23,2891570621012;2,1819922559691;-1,1819922559691
"MEPO";40;"Linear_Regression";20,2205929543601;7,56350380323978;-6,56350380323978
"MEPO";41;"Linear_Regression";19,6339769012324;8,14758172115739;-7,14758172115739
"MEPO";42;"Linear_Regression";21,6339504052816;17,6354960289224;-16,6354960289224
"MEPO";43;"Linear_Regression";19,3858889854338;1,87775348914253;-0,877753489142531
"MEPO";44;"Linear_Regression";20,1971800892264;6,17341321386611;-5,17341321386611
"MEPO";45;"Linear_Regression";26,6279625531403;12,168025408705;-11,168025408705
"MEPO";46;"Linear_Regression";24,828180375783;7,61754164816933;-6,61754164816933
"MEPO";47;"Linear_Regression";24,9224306391985;2,86001565376912;-1,86001565376912
"MEPO";48;"Linear_Regression";21,6172269320469;2,25104381580238;-1,25104381580238
"MEPO";49;"Linear_Regression";22,9887850589804;4,58189969937481;-3,58189969937481
"MEPO";50;"Linear_Regression";22,0460334252515;7,79771282704462;-6,79771282704462
"MEPO";51;"Linear_Regression";23,7329009405799;71,835941844065;-70,835941844065
"MEPO";52;"Linear_Regression";22,7696938433818;2,91033110035133;-1,91033110035133
"MEPO";53;"Linear_Regression";28,2784122747215;7,49024200418843;-6,49024200418843
"MEPO";54;"Linear_Regression";26,478421931644;4,01429988937071;-3,01429988937071
"MEPO";55;"Linear_Regression";19,4563865565354;4,51811354673267;-3,51811354673267
"MEPO";56;"Linear_Regression";25,1355371513244;11,263907325228;-10,263907325228
"MEPO";57;"Linear_Regression";27,954922583185;5,33024803659891;-4,33024803659891
"MEPO";58;"Linear_Regression";28,7992401900205;1,64516417097242;-0,645164170972424
"MEPO";59;"Linear_Regression";18,4692556562725;2,66913054177962;-1,66913054177962
"MEPO";60;"Linear_Regression";21,2674307589697;8,81389768778068;-7,81389768778068
"MEPO";61;"Linear_Regression";22,6265252842405;5,09201150517094;-4,09201150517094
"MEPO";62;"Linear_Regression";25,7970963986889;5,16442984050471;-4,16442984050471
"MEPO";63;"Linear_Regression";24,5761383176868;32,8332880616734;-31,8332880616734
"MEPO";64;"Linear_Regression";29,9990336294529;24,5916843645849;-23,5916843645849
"MEPO";65;"Linear_Regression";21,6303576286536;1,83694990980216;-0,836949909802163
"MEPO";66;"Linear_Regression";21,8508614993016;2,60817959619734;-1,60817959619734
"MEPO";67;"Linear_Regression";27,6685870080522;3,22482889812455;-2,22482889812455
"MEPO";68;"Linear_Regression";23,2696577367568;3,40641652209111;-2,40641652209111
"MEPO";69;"Linear_Regression";24,295152198539;5,91596439328044;-4,91596439328044
"MEPO";70;"Linear_Regression";21,7946031815009;4,51586354421897;-3,51586354421897
"MEPO";71;"Linear_Regression";26,9467287854596;29,0170002710242;-28,0170002710242
"MEPO";72;"Linear_Regression";19,8066006735534;2,41242148873141;-1,41242148873141
"MEPO";73;"Linear_Regression";21,0402056801227;5,3925249555233;-4,3925249555233
"MEPO";74;"Linear_Regression";25,2491211843226;3,16092248935829;-2,16092248935829
"MEPO";75;"Linear_Regression";22,532359408868;9,25647888948318;-8,25647888948318
"MEPO";76;"Linear_Regression";17,6931572190056;4,82011278848991;-3,82011278848991
"MEPO";77;"Linear_Regression";23,9648267858362;1,55250997374464;-0,552509973744643
"MEPO";78;"Linear_Regression";19,7779828640944;2,40734974643812;-1,40734974643812
"MEPO";79;"Linear_Regression";23,6520770875446;4,68170530476906;-3,68170530476906
"MEPO";80;"Linear_Regression";19,0697797636025;2,69284681965527;-1,69284681965527
"MEPO";81;"Linear_Regression";20,5263949773697;3,01579982703557;-2,01579982703557
"MEPO";82;"Linear_Regression";23,9602309290164;13,0677719623442;-12,0677719623442
"MEPO";83;"Linear_Regression";21,2351217470842;21,7660126389091;-20,7660126389091
"MEPO";84;"Linear_Regression";26,0702872408296;6,75615226642944;-5,75615226642944
"MEPO";85;"Linear_Regression";19,3248425136381;3,09335613835874;-2,09335613835874
"MEPO";86;"Linear_Regression";22,3779706632879;46,273502770678;-45,273502770678
"MEPO";87;"Linear_Regression";19,2719852691332;7,60081810507625;-6,60081810507625
"MEPO";88;"Linear_Regression";24,4988005286148;2,61153283875816;-1,61153283875816
"MEPO";89;"Linear_Regression";20,7601863423637;2,54137299327048;-1,54137299327048
"MEPO";90;"Linear_Regression";20,858860577329;17,7345874806143;-16,7345874806143
"MEPO";91;"Linear_Regression";20,9239097154177;5,37256807862047;-4,37256807862047
"MEPO";92;"Linear_Regression";23,9801765424944;5,14611019131118;-4,14611019131118
"MEPO";93;"Linear_Regression";20,3892174783908;3,50177711721678;-2,50177711721678
"MEPO";94;"Linear_Regression";20,336388704651;3,79948638840478;-2,79948638840478
"MEPO";95;"Linear_Regression";22,6913339959534;8,75955065300457;-7,75955065300457
"MEPO";96;"Linear_Regression";22,0135231606362;5,0790818776215;-4,0790818776215
"MEPO";97;"Linear_Regression";24,5249102622151;35,8089438017783;-34,8089438017783
"MEPO";98;"Linear_Regression";31,7598633735637;1,34578261562108;-0,345782615621077
"MEPO";99;"Linear_Regression";23,9534073631818;1,32290570680278;-0,322905706802781
"FRPU";0;"Linear_Regression";27,0179613824769;2,75809949763111;-1,75809949763111
"FRPU";1;"Linear_Regression";27,1707551568197;1,3070637022369;-0,307063702236903
"FRPU";2;"Linear_Regression";19,9205817067707;5,64267142139867;-4,64267142139867
"FRPU";3;"Linear_Regression";27,5973146633556;5,28317646761415;-4,28317646761415
"FRPU";4;"Linear_Regression";20,3511466519807;7,35190957869722;-6,35190957869722
"FRPU";5;"Linear_Regression";21,5052563953029;3,58868156767462;-2,58868156767462
"FRPU";6;"Linear_Regression";26,7985750492091;21,8878294682905;-20,8878294682905
"FRPU";7;"Linear_Regression";25,8138546508772;3,90317100172007;-2,90317100172007
"FRPU";8;"Linear_Regression";21,4367930482576;4,13527501711919;-3,13527501711919
"FRPU";9;"Linear_Regression";23,9319825807326;8,1363234366995;-7,1363234366995
"FRPU";10;"Linear_Regression";22,2624559533949;2,22190584606476;-1,22190584606476
"FRPU";11;"Linear_Regression";23,5363846727549;11,2369894115989;-10,2369894115989
"FRPU";12;"Linear_Regression";24,3111838139588;11,2786734850042;-10,2786734850042
"FRPU";13;"Linear_Regression";24,0507393670132;6,15515231124256;-5,15515231124256
"FRPU";14;"Linear_Regression";20,7734500495662;3,82421501948615;-2,82421501948615
"FRPU";15;"Linear_Regression";23,3394719265116;5,7362580035769;-4,7362580035769
"FRPU";16;"Linear_Regression";29,3967800962599;12,9228250119702;-11,9228250119702
"FRPU";17;"Linear_Regression";19,693400859775;2,05917337131474;-1,05917337131474
"FRPU";18;"Linear_Regression";23,1252611336594;4,14096793495579;-3,14096793495579
"FRPU";19;"Linear_Regression";27,4277994219845;1,45535786176605;-0,455357861766047
"FRPU";20;"Linear_Regression";24,3176045434207;4,85795444567232;-3,85795444567232
"FRPU";21;"Linear_Regression";25,6225311070044;10,6284724481899;-9,62847244818986
"FRPU";22;"Linear_Regression";24,9961375809491;3,27533452487026;-2,27533452487026
"FRPU";23;"Linear_Regression";20,6044091412591;4,03371952698597;-3,03371952698597
"FRPU";24;"Linear_Regression";25,0568451224665;1,90757090514916;-0,907570905149161
"FRPU";25;"Linear_Regression";25,3720607554659;2,11113806077838;-1,11113806077838
"FRPU";26;"Linear_Regression";24,8028917934111;1,93266550817494;-0,932665508174941
"FRPU";27;"Linear_Regression";22,9779162360674;4,01513917468851;-3,01513917468851
"FRPU";28;"Linear_Regression";25,6421016363729;2,43595799692964;-1,43595799692964
"FRPU";29;"Linear_Regression";24,0524108116055;5,6255256943634;-4,6255256943634
"FRPU";30;"Linear_Regression";24,4062987539982;3,07882940192419;-2,07882940192419
"FRPU";31;"Linear_Regression";24,2480122911511;3,38860079968239;-2,38860079968239
"FRPU";32;"Linear_Regression";22,0501864490253;1,97539277924267;-0,975392779242669
"FRPU";33;"Linear_Regression";25,8915707967908;2,51084937304797;-1,51084937304797
"FRPU";34;"Linear_Regression";19,8149683700293;2,79764350597833;-1,79764350597833
"FRPU";35;"Linear_Regression";24,3474781973866;3,2463846674467;-2,2463846674467
"FRPU";36;"Linear_Regression";19,2686775603419;7,07896113069089;-6,07896113069089
"FRPU";37;"Linear_Regression";19,3695365112852;10,2464604986568;-9,24646049865676
"FRPU";38;"Linear_Regression";22,3532703491215;53,8193914740751;-52,8193914740751
"FRPU";39;"Linear_Regression";29,9466687046348;1,15566632763966;-0,155666327639664
"FRPU";40;"Linear_Regression";21,8607774256332;2,88570124250926;-1,88570124250926
"FRPU";41;"Linear_Regression";22,7152270592237;2,17732247682811;-1,17732247682811
"FRPU";42;"Linear_Regression";27,860675492294;7,50462693405149;-6,50462693405149
"FRPU";43;"Linear_Regression";16,7889441625099;2,71397141125018;-1,71397141125018
"FRPU";44;"Linear_Regression";24,1567565683507;2,3785589114432;-1,3785589114432
"FRPU";45;"Linear_Regression";30,6715721409052;9,71959337872813;-8,71959337872813
"FRPU";46;"Linear_Regression";28,1388547336621;2,58769615279651;-1,58769615279651
"FRPU";47;"Linear_Regression";27,0225728607163;2,37971401178885;-1,37971401178885
"FRPU";48;"Linear_Regression";21,4764093592218;1,80792745874237;-0,807927458742366
"FRPU";49;"Linear_Regression";24,650092342609;1,55397893891668;-0,553978938916685
"FRPU";50;"Linear_Regression";25,1561629386898;15,8785937834375;-14,8785937834375
"FRPU";51;"Linear_Regression";23,2356918630599;3,83604227332308;-2,83604227332308
"FRPU";52;"Linear_Regression";23,6992798077723;14,4425793447536;-13,4425793447536
"FRPU";53;"Linear_Regression";27,4175065064151;12,1502013353312;-11,1502013353312
"FRPU";54;"Linear_Regression";24,8451723068509;1,73777668554628;-0,73777668554628
"FRPU";55;"Linear_Regression";25,1345044803589;8,6233985208709;-7,6233985208709
"FRPU";56;"Linear_Regression";26,6858817150458;6,64305672999681;-5,64305672999681
"FRPU";57;"Linear_Regression";29,3026891975582;3,63226141166106;-2,63226141166106
"FRPU";58;"Linear_Regression";24,5577757620925;3,67958697954319;-2,67958697954319
"FRPU";59;"Linear_Regression";24,7822022985776;24,4599267360307;-23,4599267360307
"FRPU";60;"Linear_Regression";24,9721895449305;3,81579119758571;-2,81579119758571
"FRPU";61;"Linear_Regression";21,7283118538528;3,22381196946171;-2,22381196946171
"FRPU";62;"Linear_Regression";24,3716341651189;3,73268387535691;-2,73268387535691
"FRPU";63;"Linear_Regression";25,3324307846747;28,7049153747063;-27,7049153747063
"FRPU";64;"Linear_Regression";30,7996459412142;16,0513699047592;-15,0513699047592
"FRPU";65;"Linear_Regression";19,0893258206714;2,41158622876873;-1,41158622876873
"FRPU";66;"Linear_Regression";19,9737459057992;2,90084889605811;-1,90084889605811
"FRPU";67;"Linear_Regression";24,5683510320888;3,35752880739772;-2,35752880739772
"FRPU";68;"Linear_Regression";21,7733847935495;3,56699833922208;-2,56699833922208
"FRPU";69;"Linear_Regression";24,1111959227725;7,27164412678721;-6,27164412678721
"FRPU";70;"Linear_Regression";26,4394070852037;3,21971288035427;-2,21971288035427
"FRPU";71;"Linear_Regression";23,5881598960002;7,50992610875752;-6,50992610875752
"FRPU";72;"Linear_Regression";24,0885505708278;3,30980395769744;-2,30980395769744
"FRPU";73;"Linear_Regression";21,8200967677448;4,30367205930703;-3,30367205930703
"FRPU";74;"Linear_Regression";20,5857559410194;5,06922043227995;-4,06922043227995
"FRPU";75;"Linear_Regression";22,9126133776285;2,55734177011278;-1,55734177011278
"FRPU";76;"Linear_Regression";25,8049613981403;5,30971045850438;-4,30971045850438
"FRPU";77;"Linear_Regression";23,2721240548874;10,8667532596382;-9,86675325963822
"FRPU";78;"Linear_Regression";21,0807849047455;2,71371407589156;-1,71371407589156
"FRPU";79;"Linear_Regression";21,0478658905882;8,21092019625953;-7,21092019625953
"FRPU";80;"Linear_Regression";24,8429548528827;1,05313741489088;-0,0531374148908832
"FRPU";81;"Linear_Regression";22,8515030736755;8,8620294568265;-7,8620294568265
"FRPU";82;"Linear_Regression";26,135200737498;2,33884681434718;-1,33884681434718
"FRPU";83;"Linear_Regression";23,1843725679394;1,60452278020604;-0,604522780206035
"FRPU";84;"Linear_Regression";28,4079486101472;1,48198231538632;-0,481982315386325
"FRPU";85;"Linear_Regression";26,3264871601787;1,79971841095405;-0,799718410954048
"FRPU";86;"Linear_Regression";21,3164318559909;8,39370202122454;-7,39370202122454
"FRPU";87;"Linear_Regression";20,2869316850163;2,50019330052828;-1,50019330052828
"FRPU";88;"Linear_Regression";24,4225560784748;5,89309348790205;-4,89309348790205
"FRPU";89;"Linear_Regression";23,1752732261084;3,63736540019626;-2,63736540019626
"FRPU";90;"Linear_Regression";22,795409043695;27,0387093174024;-26,0387093174024
"FRPU";91;"Linear_Regression";27,4974301305194;2,47493705636124;-1,47493705636124
"FRPU";92;"Linear_Regression";24,3321107442778;5,26667566189535;-4,26667566189535
"FRPU";93;"Linear_Regression";24,309985507863;4,77962416085939;-3,77962416085939
"FRPU";94;"Linear_Regression";22,0841657129003;6,8635245231837;-5,8635245231837
"FRPU";95;"Linear_Regression";21,2354291035666;9,51650736215072;-8,51650736215072
"FRPU";96;"Linear_Regression";22,1872162592762;5,76705291175607;-4,76705291175607
"FRPU";97;"Linear_Regression";25,7537425967892;4,27035893299879;-3,27035893299879
"FRPU";98;"Linear_Regression";22,660222831963;5,94529039390498;-4,94529039390498
"FRPU";99;"Linear_Regression";22,4076478795787;3,1671970506606;-2,1671970506606
"MEEL";0;"Linear_Regression";24,097260658798;9,23327130606204;-8,23327130606204
"MEEL";1;"Linear_Regression";21,587435946723;3,34170476592116;-2,34170476592116
"MEEL";2;"Linear_Regression";19,3433165635506;2,45444057328772;-1,45444057328772
"MEEL";3;"Linear_Regression";26,7432545917934;16,2527179235547;-15,2527179235547
"MEEL";4;"Linear_Regression";21,5102882107423;1,724821945438;-0,724821945437995
"MEEL";5;"Linear_Regression";31,1566399238614;2,28639080734053;-1,28639080734053
"MEEL";6;"Linear_Regression";28,3977039292014;2,29224085738311;-1,29224085738311
"MEEL";7;"Linear_Regression";28,8253373396794;20,4494292386719;-19,4494292386719
"MEEL";8;"Linear_Regression";21,9077029993801;3,30217638252729;-2,30217638252729
"MEEL";9;"Linear_Regression";21,4185381168977;3,06522410612219;-2,06522410612219
"MEEL";10;"Linear_Regression";24,8894240149592;1,08829370292646;-0,0882937029264612
"MEEL";11;"Linear_Regression";25,8672837056271;9,08552473722359;-8,08552473722359
"MEEL";12;"Linear_Regression";23,5151521449118;2,84097275949904;-1,84097275949904
"MEEL";13;"Linear_Regression";31,2520355066613;2,07945331957518;-1,07945331957518
"MEEL";14;"Linear_Regression";20,3083935050285;8,39557591936101;-7,39557591936101
"MEEL";15;"Linear_Regression";22,2637364362664;8,62219068759724;-7,62219068759724
"MEEL";16;"Linear_Regression";25,501055828568;16,1232887242803;-15,1232887242803
"MEEL";17;"Linear_Regression";24,9715569689228;43,1692497807872;-42,1692497807872
"MEEL";18;"Linear_Regression";27,1359222111435;3,58408091830965;-2,58408091830965
"MEEL";19;"Linear_Regression";22,2848114239422;16,7218454521892;-15,7218454521892
"MEEL";20;"Linear_Regression";21,9226085335739;7,53037788015857;-6,53037788015857
"MEEL";21;"Linear_Regression";24,714211935503;14,3044780302512;-13,3044780302512
"MEEL";22;"Linear_Regression";24,6908811678322;21,8953666816199;-20,8953666816199
"MEEL";23;"Linear_Regression";20,0049651381635;18,3152756017989;-17,3152756017989
"MEEL";24;"Linear_Regression";21,1361738221652;3,44332386187836;-2,44332386187836
"MEEL";25;"Linear_Regression";26,2202157011891;3,08543043221212;-2,08543043221212
"MEEL";26;"Linear_Regression";22,221026892777;3,59819143805777;-2,59819143805777
"MEEL";27;"Linear_Regression";19,6644491402144;6,13093819869156;-5,13093819869156
"MEEL";28;"Linear_Regression";25,7644143768648;18,4967593263209;-17,4967593263209
"MEEL";29;"Linear_Regression";22,5455854828247;2,74443101092559;-1,74443101092559
"MEEL";30;"Linear_Regression";22,6254336911251;2,02326877640071;-1,02326877640071
"MEEL";31;"Linear_Regression";22,5972275309781;10,6857765484669;-9,68577654846689
"MEEL";32;"Linear_Regression";22,8989033376171;2,64343157594105;-1,64343157594105
"MEEL";33;"Linear_Regression";20,8986188088015;3,21765029951873;-2,21765029951873
"MEEL";34;"Linear_Regression";21,0960243634545;2,99776286415012;-1,99776286415012
